Word Type,Word
English,coins / change
Phonetic,satsánaze
English,"cold, a... (sickness)"
Phonetic,dekoth
English,"cold, bitter ..."
Phonetic,æedza dúe
English,cold (object)
Phonetic,nék’áth
English,"cold sore, a person’s ..."
Phonetic,dÿnedhá ka
English,"cold (to taste), it is ..."
Phonetic,nék’áth
English,cold (weather)
Phonetic,æedza
English,cold wind
Phonetic,nîåts’i nék’ath
English,"cold, she/he has a ..."
Phonetic,dekoth æayñla
English,"colder, it is becoming ..."
Phonetic,huník’ath æane
English,"collapses, she/he it …"
Phonetic,náîkár
English,collar
Phonetic,k’othkál
English,"collar bone, a person’s ..."
Phonetic,dÿnet’ághos
English,collection plate (in church)
Phonetic,tsâba tth’áy
English,"colours, mixed ..."
Phonetic,æeåk’éch’arát’î
English,colt
Phonetic,åîchoaze
English,"coma, a person is in a ..."
Phonetic,dÿne k’órelyâíle
English,comb
Phonetic,tthí ts’í
English,combing (someone else’s) hair...
Phonetic,yetthí hets’í
English,combing his/her own hair ...
Phonetic,betthí hets’í
English,commands (he’s telling him to do it)
Phonetic,háyéåni
English,common-law
Phonetic,yaåti dî æeåa náhedhÿr
English,communion (more than one person)
Phonetic,dÿnedhálye
English,communion (one person)
Phonetic,dÿnedhát’á
English,community hall
Phonetic,æeåénats’edíl kuç
English,community service (court sentence)
Phonetic,behasåiné na æeghálana
English,community service (volunteer work)
Phonetic,háyorîla ha æeghálana
English,"complaining, she/he is …"
Phonetic,ts’áyaåti
English,computer (metal thing with a mind)
Phonetic,satsán bení hûlî
English,coney / inconnu
Phonetic,beghúle
English,"confirmation, a person’s ..."
Phonetic,dÿne k’ílye
English,"confused, she/he is …"
Phonetic,æedurelyâíle
English,congratulations
Phonetic,súghá nejá
English,contest
Phonetic,æeåch’á hadhÿr
English,continuously / all the time
Phonetic,k’étå’á ts’‡n
English,contraction
Phonetic,sekui dÿneåe t’á heådo
English,convent/ residential school
Phonetic,dÿnexare kuç/ dÿnexar kuç
English,cook (on open fire)
Phonetic,kún ní káåt’éth
English,"cook, a ..."
Phonetic,b‡r káåt’éth (dÿné)
English,cookies
Phonetic,åést’éth åekÿn
English,"cooking fish on the fire, she/he is ..."
Phonetic,kún ní åue káåt’éth
English,cooking oil
Phonetic,bet’á bekaåt’eth tåezé
English,cooking pot
Phonetic,beyé bestíl
English,"cooking, she/he is ..."
Phonetic,b‡r káåt’éth
English,cool (object)
Phonetic,nék’áth
English,cool (weather)
Phonetic,hunék’ath
English,cork
Phonetic,tu til haíæane
English,corner
Phonetic,yats’ÿl
English,cost
Phonetic,t’arñåtí
English,couch
Phonetic,dáchÿncho
English,cougar
Phonetic,busícho
English,"coughs, she/he/it …"
Phonetic,delkoth
English,counsellor
Phonetic,dÿne hél yaåti dÿné
English,country (possessed land)
Phonetic,n‡n
English,"counts them, she/he …"
Phonetic,yuåtágh
English,court
Phonetic,dÿne ghâ náyati
English,"cousin, my …"
Phonetic,sela
English,"cow, cattle"
Phonetic,kuç æejÿré
English,cowboy hat
Phonetic,ts’ah bahkÿl
English,coyote
Phonetic,nunitsÿl
English,crack in the ice
Phonetic,tÿn heåt‡l
English,"cracker, pilot biscuit"
Phonetic,åést’éth gÿné
English,cradle
Phonetic,tâåtsi æeté
English,cramp
Phonetic,heådo
English,cranberry (highbush)
Phonetic,deníjí
English,cranberry (low bush)
Phonetic,nîtå’‡r
English,crane
Phonetic,del
English,"crane, whooping"
Phonetic,del delgai
English,"cranky, she/he is …"
Phonetic,hatthereltsa
English,crate
Phonetic,lagés
English,"crawling, she/he is ..."
Phonetic,helgol
English,crayons
Phonetic,æerehtå’íschÿné æeåk’éch’arát’î
English,"crazy, she/he is …"
Phonetic,huneníle
English,cream
Phonetic,æejÿretth’ué / æejÿreth’ué dó
English,credit (on credit)
Phonetic,æerehtå’ís t’á
English,Cree
Phonetic,Æená
English,creek
Phonetic,destsÿl
English,crib game
Phonetic,dechÿn nátsi
English,"cries, she/he/it …"
Phonetic,hetsagh
English,crooked
Phonetic,theghór
English,cross (eg. on a grave)
Phonetic,k’óndzÿr
English,cross-eyed
Phonetic,nask’‡dhe
English,crosswind
Phonetic,nánñåts’i
English,crow
Phonetic,datsãtsÿl
English,crowberry
Phonetic,datsãjí
English,"cruel, she/he is …"
Phonetic,bejÿr
English,cry (she/he is crying)
Phonetic,hetsagh
English,cup
Phonetic,lidí tth’áy
English,cupboard
Phonetic,tth’áy k’é
English,curling iron
Phonetic,bet’á dÿnetthíghá heådzil
English,curly
Phonetic,heådzil
English,curriculum (things to be worked on)
Phonetic,begháré æasí æeghálada
English,curtain
Phonetic,jak’ébál
English,curved knife (crooked knife)
Phonetic,besxáth
English,cut (a wound)
Phonetic,het’áth
English,cute (living thing)
Phonetic,beghâ sonidhÿn
English,"cutting firewood, she/he is ..."
Phonetic,kún detthél
English,"cutting it, she/he is ..."
Phonetic,náyet’áth
English,dall sheep
Phonetic,bãlaytth‡n
English,damp
Phonetic,bélzo
English,"dance, a ..."
Phonetic,dats’edíl
English,"dancing, she/he is ..."
Phonetic,daltåi
English,"danger, dangerous"
Phonetic,bets’á honejÿr
English,dark/black
Phonetic,delzÿn
English,darkness
Phonetic,húret’ñle / xílyághe
English,"daughter, my …"
Phonetic,seyaz ts’ékui
English,"daughter-in-law, my …"
Phonetic,sareze
English,dawn (sun coming up)
Phonetic,yeåká
English,dawn (sun is up)
Phonetic,yéåkâ
English,"dawn, before ..."
Phonetic,yeåkáy
English,day
Phonetic,dzine /dzin /dzî
English,day after tomorrow
Phonetic,k’abñ ts’udhÿré
English,day before yesterday
Phonetic,hunídzî æatthe
English,day getting longer
Phonetic,dzî dínéth hane
English,day getting shorter
Phonetic,dzî nedúe hane
English,"day, all ..."
Phonetic,æarelyø dzine
English,"day, end of the ..."
Phonetic,dzî hûdhÿr
English,"day, every ..."
Phonetic,dzine tánélt’u
English,"day, following ..."
Phonetic,æeyitå’ãghe dziné
English,"day, next ..."
Phonetic,æeyitå’ãghe dziné
English,"day, one ..."
Phonetic,åá dzî
English,"day, that ..."
Phonetic,kúdzñ k’e
English,day/daylight
Phonetic,dzîdhe
English,"daybreak, dawn (sun is up)"
Phonetic,yéåkâ
English,daycare
Phonetic,sekui k’ání kuç
English,days (3 days ago)
Phonetic,yunís taghe dzî
English,days (many days ago)
Phonetic,halâ dzî húdhÿr
English,daytime
Phonetic,dzîdhe
English,"dead, she/he/it is ..."
Phonetic,húle / åãîdhÿr
English,deadfall
Phonetic,níne
English,deadfall
Phonetic,dechÿn æeådzus
English,Deadman’s Island
Phonetic,Dÿnetthítth’ÿnué
English,"deaf, she/he is ..."
Phonetic,ts’edî
English,deceased
Phonetic,nî
English,December
Phonetic,Tÿdhe Yati Zá
English,decorations
Phonetic,hatå’ô
English,deep hole
Phonetic,hayurñdha
English,deep snow
Phonetic,yath detâ
English,deep water
Phonetic,tarîthá
English,"deer, female ... (doe)"
Phonetic,yáhtô dets’í
English,"deer, jumping ..."
Phonetic,yáhtô
English,"deer, male ... (buck)"
Phonetic,yáhtô deyeth
English,delta (mouth of river)
Phonetic,descha
English,Dene games
Phonetic,dÿne k’ízñ sats’edé
English,Dene language teacher
Phonetic,Dÿne yatí hóneåtÿn
English,dental assistant
Phonetic,dÿneghú hále ts’éni
English,dentist
Phonetic,dÿneghú hále dÿné
English,"depleted, it is... (used up)"
Phonetic,æarelyø bet’át’î
English,"depressed, she/he is …"
Phonetic,ts’ánidhÿn
English,desert
Phonetic,thay n‡n
English,desk
Phonetic,bek’e æerehtå’ís ghálada
English,Dettah
Phonetic,T’éschelá
English,Dettah People
Phonetic,T’éschelát’iné
English,devil
Phonetic,yedáísåine
English,dew
Phonetic,bélzo
English,diabetes (sugar disease)
Phonetic,súga dáda
English,diamonds
Phonetic,lígarú
English,diaper
Phonetic,t’alchúth
English,diaper rash
Phonetic,bebí betå’á delk’os
English,diarrhea
Phonetic,beyá tatåir
English,diced meat
Phonetic,b‡r nát’ath
English,dictionary
Phonetic,æerehtå’íscho / bet’á yati hulæa
English,dice
Phonetic,tth’ÿn heldíl
English,"died, she/he/it…"
Phonetic,åãîdhÿr
English,dietician
Phonetic,b‡r k’órelyâ dÿné
English,different
Phonetic,æeåk’éch’a / æedø
English,"difficult / hard, it is ..."
Phonetic,búreníle / dúe
English,"digging, he/she is ..."
Phonetic,hak’órílye
English,dime
Phonetic,åõna satsánaze
English,dinner / lunch (we eat at mid-day)
Phonetic,dzî tanizî shéts’elyi
English,dipper
Phonetic,tu tth’áy
English,director
Phonetic,bedagháré æasí æeghálada
English,dirty
Phonetic,hedze
English,disease
Phonetic,dáda
English,dish cloth
Phonetic,t‡nÿlchuth
English,dish pan
Phonetic,beyé tth’áy k’enáltsil
English,dish towel
Phonetic,dashõ
English,dishes/dish
Phonetic,tth’áy
English,"dislikes him/her/it, she/he …"
Phonetic,yenélñle
English,dislocation
Phonetic,heåk‡r
English,ditch (plowed) or garden
Phonetic,niúåch’ÿl / ní æuneshe k’é
English,divide
Phonetic,nádárelyé
English,Divisional Board of Education
Phonetic,Æerehtå’ís Kuç Ha Déåtth’i
English,"divorced, they are ..."
Phonetic,æáåeda
English,"dizzy, she/he is ..."
Phonetic,betthí huneníle
English,dock
Phonetic,ts’i k’é
English,doctor
Phonetic,náídí k’órelyâ
English,dog
Phonetic,åî
English,dog
Phonetic,(pup)
English,dog
Phonetic,blanket
English,dog
Phonetic,chain
English,dog
Phonetic,harness
English,dog
Phonetic,house
English,dog
Phonetic,sled race
English,dog sleigh/ dog sled
Phonetic,åî bethchÿné or beschÿné
English,"dog, female .."
Phonetic,åîts’é
English,"dog, husky ..."
Phonetic,æeténáåîé
English,Dogrib
Phonetic,Åîchâ
English,dollar
Phonetic,tsâba
English,Don’t ...!
Phonetic,.... sáná! / .... sánã!
English,door
Phonetic,tîdá
English,"door, back..."
Phonetic,yat’âzi tîdá
English,doorknob
Phonetic,tîdá k’e theæâ
English,dowel
Phonetic,dechÿn thats‡l
English,down (direction)
Phonetic,yuyaghé
English,down feathers
Phonetic,betth’is chuzé
English,down river/ downstream
Phonetic,nilî k’ízñ
English,down south
Phonetic,yunághé
English,downward
Phonetic,dáhaæa
English,downwind
Phonetic,nîåts’i k’ízñ
English,draft
Phonetic,hak’ath hézedí
English,dragonfly
Phonetic,thisyéle
English,"dreams, she/he/it …"
Phonetic,náte
English,dress
Phonetic,æi
English,dress shoes
Phonetic,dechÿnke
English,dresser
Phonetic,beyé yú thela
English,drifting snow
Phonetic,æezus
English,driftwood
Phonetic,dÿth
English,driftwood for fire
Phonetic,deth tsÿs
English,drill
Phonetic,dÿneb‡r hadedhé
English,drinking glass
Phonetic,åur tth’áy
English,"drinking it, she/he/it is …"
Phonetic,yedâ
English,"drinking, she/he is ..."
Phonetic,hedâ
English,"drools, she/he ..."
Phonetic,bezé dáriltå’ul
English,"dropped it (paper), she/he ..."
Phonetic,náîæar
English,"drug (aspirin,vitamins etc)"
Phonetic,náídí
English,drugs (bad)
Phonetic,náídísåine
English,druggist (pharmacist)
Phonetic,náídí dÿneghãle
English,drum
Phonetic,æelghÿl
English,drum dance
Phonetic,æelghÿl t’á dats’edíl
English,drum frame
Phonetic,æelghÿl ha dechÿn debâth
English,drumming
Phonetic,æeåxÿl
English,dry (used only for certain things)
Phonetic,déya / hegÿn
English,dry beans
Phonetic,jígay
English,dry clothes
Phonetic,yú déya
English,dry cow moose
Phonetic,deníts’íké
English,dry firewood
Phonetic,tsÿs détsÿs
English,dry soup
Phonetic,bél heches
English,dryer
Phonetic,beyé yú narejá
English,dryfish
Phonetic,æeåddháy
English,"drying it, she/he is ..."
Phonetic,nayereshá
English,drymeat
Phonetic,æegÿné
English,duck
Phonetic,chÿth
English,duck meat
Phonetic,chÿthtth‡n
English,"duck, black..."
Phonetic,túlzî
English,"duck, mallard ..."
Phonetic,chÿthcho(gh)
English,"duck, spoonbill ..."
Phonetic,daskáre
English,"duck, teal ..."
Phonetic,æedzuaze
English,duffle
Phonetic,tÿl
English,dull/gloomy
Phonetic,hénóret’ñle
English,dusk
Phonetic,habadhel
English,dust
Phonetic,ts’‡r
English,dustpan
Phonetic,ts’‡r tth’áy
English,"eager, she/he/it is …"
Phonetic,nandíl
English,eagle
Phonetic,det’ancho(gh)
English,eagle (golden)
Phonetic,det’ancho(gh)
English,eagle feather
Phonetic,det’anchot’á
English,"ear, a person’s ..."
Phonetic,dÿnedzaghé
English,"ear, a person’s inner ..."
Phonetic,dÿnedzaghéyé
English,"earache, she/he has an ..."
Phonetic,bedzaghé heåts’ai
English,"earbone, a person’s ..."
Phonetic,dÿnedzaghétth’ÿné
English,eared grebe
Phonetic,nõtáh
English,"earlobe, a person’s ..."
Phonetic,dÿnedzaghétåuré
English,early dismissal
Phonetic,æeghã æenõt’e
English,earmuffs
Phonetic,dÿnedzá k’e thela
English,earrings
Phonetic,dzatå’ul
English,earth
Phonetic,ní
English,earthquake
Phonetic,híådíl
English,earthworm
Phonetic,nígu tåureze
English,east
Phonetic,æetthñze
English,Easter
Phonetic,Naidáí Dziné
English,eastwind
Phonetic,æetthñze nîåts’i
English,easy
Phonetic,búreni
English,"eating fish, he/she is ..."
Phonetic,åue ghâ shétî
English,"eating, she/he/it is ..."
Phonetic,shétî
English,eclipse of the moon
Phonetic,æeådzi æeåt’aít’a
English,eclipse of the sun
Phonetic,sa æeåt’aít’a
English,"edge, on the ..."
Phonetic,bebáne
English,Edmonton
Phonetic,Kuç Nedhé
English,"educated, she/he is …"
Phonetic,nezô honéåtâ
English,egg / eggs
Phonetic,æeghés /æeghézé
English,egg flipper / spatula
Phonetic,bet’á æeghés naret’a
English,Egg Island
Phonetic,Æeghésnué
English,egg toss (two people)
Phonetic,æeghés æeåts’‡n nats’elyíl
English,egg toss (more than two people)
Phonetic,æeghés æeåts’‡n nats’eldíl
English,eight
Phonetic,æeåk’édî
English,eight hundred
Phonetic,æeåk’édîonona
English,eight people
Phonetic,æeåk’édî hîlt’e
English,eighteen
Phonetic,æeåk’édîadhel
English,eighty
Phonetic,æeåk’édîona
English,elastic band
Phonetic,nat’í
English,"elbow, a person’s ..."
Phonetic,dÿnets’úzé
English,elder
Phonetic,æãåneth
English,Elders’ home
Phonetic,æãåneth kuç
English,electrician
Phonetic,kún tå’ulé dz‡réåt’i
English,electricity
Phonetic,æídí kún
English,eleven
Phonetic,æîåághadhel
English,eleven people
Phonetic,æîåághadhel æenilt’e
English,"embarassed, she/he is …"
Phonetic,dédoréåní
English,ember
Phonetic,t’és détht’â
English,embroidered jacket
Phonetic,æi bek’e nánéåkâ
English,"embroidering, she/he is ..."
Phonetic,t’áncháy yek’e nánéåkâ
English,embroidery thread / silk
Phonetic,lasué
English,empty
Phonetic,betth’ÿné
English,encyclopedia
Phonetic,æarelyø ts’î æerehtå’ís
English,English
Phonetic,That’ín
English,"enjoys it, she/he is …"
Phonetic,yenárét’î
English,entry of Big Buffalo River
Phonetic,Æejÿretúdesche
English,envelope
Phonetic,æerehtå’ísdh‡th
English,epilepsy
Phonetic,neghÿl
English,eraser
Phonetic,bet’á æerehtå’íschÿn k’enálde
English,even if
Phonetic,kúlú
English,evening
Phonetic,hñåts’‡n
English,"evening, this ..."
Phonetic,dø hñåts’‡n
English,every
Phonetic,æalyø / harelyø / tánélt’u
English,"evil, she/he is …"
Phonetic,bejÿre
English,excuse me
Phonetic,k’aré
English,"exit, an ..."
Phonetic,túniæa
English,expensive
Phonetic,déti
English,extension cord
Phonetic,æídí kún tå’ulé
English,"eye, a person’s ..."
Phonetic,dÿnenaghé
